region	chr	midPos	Nsites	Fst	zscore	outlier	high_thresh	low_thresh	block
(2081183,2123099)(3350001,3400000)(3350001,3400001)	NC_133882.1	3375001	41918	0.052504	-1.0656285188735826	low	0.8832103499999998	0.055679349999999996	True
(2088608,2132712)(3360194,3410000)(3360001,3410001)	NC_133882.1	3385001	44106	0.054146	-1.0603981822990212	low	0.8832103499999998	0.055679349999999996	True
(2097608,2140997)(3370091,3419706)(3370001,3420001)	NC_133882.1	3395001	43391	0.035528	-1.1197029364678326	low	0.8832103499999998	0.055679349999999996	True
(2105481,2144741)(3380001,3424129)(3380001,3430001)	NC_133882.1	3405001	39262	0.043434	-1.0945195984906801	low	0.8832103499999998	0.055679349999999996	True
(2113428,2144741)(3390001,3424129)(3390001,3440001)	NC_133882.1	3415001	31315	0.051302	-1.0694573036254846	low	0.8832103499999998	0.055679349999999996	True
(2601074,2641470)(4130001,4180000)(4130001,4180001)	NC_133882.1	4155001	40398	0.031366	-1.1329603425721722	low	0.8832103499999998	0.055679349999999996	True
(2608650,2648726)(4140898,4190000)(4140001,4190001)	NC_133882.1	4165001	40078	0.02784	-1.1441918692237583	low	0.8832103499999998	0.055679349999999996	True
(2616595,2654665)(4150001,4200000)(4150001,4200001)	NC_133882.1	4175001	38072	0.041898	-1.099412288489783	low	0.8832103499999998	0.055679349999999996	True
(3837516,3873613)(6060001,6109775)(6060001,6110001)	NC_133882.1	6085001	36099	0.051287	-1.0695050838012572	low	0.8832103499999998	0.055679349999999996	False
(3845660,3880480)(6070001,6119969)(6070001,6120001)	NC_133882.1	6095001	34822	0.055414	-1.05635916477372	low	0.8832103499999998	0.055679349999999996	False
(9594235,9626797)(14920001,14969612)(14920001,14970001)	NC_133882.1	14945001	32564	0.04864	-1.0779366921525755	low	0.8832103499999998	0.055679349999999996	True
(9601513,9630620)(14930001,14980000)(14930001,14980001)	NC_133882.1	14955001	29109	0.039631	-1.1066334657215315	low	0.8832103499999998	0.055679349999999996	True
(9605957,9637154)(14940114,14989704)(14940001,14990001)	NC_133882.1	14965001	31199	0.03288	-1.1281377301642022	low	0.8832103499999998	0.055679349999999996	True
(9613167,9644246)(14950001,14999867)(14950001,15000001)	NC_133882.1	14975001	31081	0.034684	-1.122391367691298	low	0.8832103499999998	0.055679349999999996	True
(9620176,9651438)(14960001,15010000)(14960001,15010001)	NC_133882.1	14985001	31264	0.038529	-1.1101437159682837	low	0.8832103499999998	0.055679349999999996	True
(9839311,9872686)(15270001,15319858)(15270001,15320001)	NC_133882.1	15295001	33377	0.047951	-1.0801313948930584	low	0.8832103499999998	0.055679349999999996	True
(9846908,9881649)(15280076,15329921)(15280001,15330001)	NC_133882.1	15305001	34743	0.03565	-1.1193143243715495	low	0.8832103499999998	0.055679349999999996	True
(9851791,9889423)(15290289,15340000)(15290001,15340001)	NC_133882.1	15315001	37634	0.031596	-1.1322277132103271	low	0.8832103499999998	0.055679349999999996	True
(9856378,9897206)(15300001,15350000)(15300001,15350001)	NC_133882.1	15325001	40830	0.032121	-1.1305554070582902	low	0.8832103499999998	0.055679349999999996	True
(9864845,9902820)(15310001,15360000)(15310001,15360001)	NC_133882.1	15335001	37977	0.037286	-1.1141030998672972	low	0.8832103499999998	0.055679349999999996	True
(9872687,9909186)(15320048,15370000)(15320001,15370001)	NC_133882.1	15345001	36501	0.036179	-1.1176292768393066	low	0.8832103499999998	0.055679349999999996	True
(9881650,9916221)(15330206,15379941)(15330001,15380001)	NC_133882.1	15355001	34573	0.03496	-1.121512212457084	low	0.8832103499999998	0.055679349999999996	True
(9889424,9921804)(15340001,15390000)(15340001,15390001)	NC_133882.1	15365001	32382	0.029954	-1.137458049784889	low	0.8832103499999998	0.055679349999999996	True
(9897207,9928298)(15350001,15399917)(15350001,15400001)	NC_133882.1	15375001	31093	0.032832	-1.1282906267266744	low	0.8832103499999998	0.055679349999999996	True
(9902821,9934467)(15360001,15409801)(15360001,15410001)	NC_133882.1	15385001	31648	0.037215	-1.1143292593659535	low	0.8832103499999998	0.055679349999999996	True
(9909187,9940935)(15370001,15420000)(15370001,15420001)	NC_133882.1	15395001	31750	0.039531	-1.1069520002266815	low	0.8832103499999998	0.055679349999999996	True
(10201252,10240330)(15800001,15850000)(15800001,15850001)	NC_133882.1	15825001	39080	0.04626	-1.0855178133751435	low	0.8832103499999998	0.055679349999999996	True
(10209251,10246284)(15810080,15860000)(15810001,15860001)	NC_133882.1	15835001	37035	0.046735	-1.0840047744756816	low	0.8832103499999998	0.055679349999999996	True
(10218457,10250340)(15820001,15870000)(15820001,15870001)	NC_133882.1	15845001	31885	0.055255	-1.0568656346369085	low	0.8832103499999998	0.055679349999999996	True
(10534160,10559372)(16290243,16340000)(16290001,16340001)	NC_133882.1	16315001	25214	0.037531	-1.1133226903296798	low	0.8832103499999998	0.055679349999999996	True
(10537715,10564641)(16300001,16350000)(16300001,16350001)	NC_133882.1	16325001	26928	0.034776	-1.1220983159465598	low	0.8832103499999998	0.055679349999999996	True
(10542890,10571279)(16310589,16359313)(16310001,16360001)	NC_133882.1	16335001	28391	0.03731	-1.114026651586061	low	0.8832103499999998	0.055679349999999996	True
(10547585,10577812)(16320001,16368005)(16320001,16370001)	NC_133882.1	16345001	30229	0.039041	-1.108512819301916	low	0.8832103499999998	0.055679349999999996	True
(10552428,10584777)(16330001,16380000)(16330001,16380001)	NC_133882.1	16355001	32351	0.03641	-1.1168934621324103	low	0.8832103499999998	0.055679349999999996	True
(10559373,10591063)(16340001,16389849)(16340001,16390001)	NC_133882.1	16365001	31692	0.037894	-1.1121664100759856	low	0.8832103499999998	0.055679349999999996	True
(10564642,10596512)(16350001,16399857)(16350001,16400001)	NC_133882.1	16375001	31872	0.050058	-1.0734198728695497	low	0.8832103499999998	0.055679349999999996	True
(10604012,10636151)(16410001,16460000)(16410001,16460001)	NC_133882.1	16435001	32141	0.054154	-1.0603726995386091	low	0.8832103499999998	0.055679349999999996	True
(10610801,10641729)(16420001,16470000)(16420001,16470001)	NC_133882.1	16445001	30930	0.047711	-1.0808958777054183	low	0.8832103499999998	0.055679349999999996	True
(10616360,10648522)(16430073,16479817)(16430001,16480001)	NC_133882.1	16455001	32164	0.048006	-1.079956200915226	low	0.8832103499999998	0.055679349999999996	True
(10662924,10688328)(16500001,16549948)(16500001,16550001)	NC_133882.1	16525001	25406	0.053504	-1.0624431738220834	low	0.8832103499999998	0.055679349999999996	True
(10666763,10693858)(16510001,16559921)(16510001,16560001)	NC_133882.1	16535001	27097	0.051105	-1.07008481660063	low	0.8832103499999998	0.055679349999999996	True
(10673593,10697659)(16520501,16570000)(16520001,16570001)	NC_133882.1	16545001	24068	0.055277	-1.0567955570457754	low	0.8832103499999998	0.055679349999999996	True
(10702321,10730945)(16580001,16629844)(16580001,16630001)	NC_133882.1	16605001	28626	0.05504	-1.0575504838229808	low	0.8832103499999998	0.055679349999999996	True
(10709493,10737684)(16590001,16640000)(16590001,16640001)	NC_133882.1	16615001	28193	0.046849	-1.0836416451398103	low	0.8832103499999998	0.055679349999999996	True
(10714914,10745741)(16600502,16650000)(16600001,16650001)	NC_133882.1	16625001	30829	0.042862	-1.0963416158601376	low	0.8832103499999998	0.055679349999999996	True
(10720648,10751450)(16610049,16659676)(16610001,16660001)	NC_133882.1	16635001	30804	0.046017	-1.086291852222658	low	0.8832103499999998	0.055679349999999996	True
(13001257,13035495)(19840001,19890000)(19840001,19890001)	NC_133882.1	19865001	34240	0.022467	-1.1613067281854632	low	0.8832103499999998	0.055679349999999996	False
(13009821,13043100)(19850001,19900000)(19850001,19900001)	NC_133882.1	19875001	33281	0.044561	-1.0909297146176407	low	0.8832103499999998	0.055679349999999996	False
(13726096,13765046)(20870001,20919919)(20870001,20920001)	NC_133882.1	20895001	38952	0.052936	-1.064252449811335	low	0.8832103499999998	0.055679349999999996	True
(13734077,13773153)(20880001,20930000)(20880001,20930001)	NC_133882.1	20905001	39078	0.045981	-1.0864065246445118	low	0.8832103499999998	0.055679349999999996	True
(13741152,13781054)(20890179,20940000)(20890001,20940001)	NC_133882.1	20915001	39904	0.035467	-1.119897242515974	low	0.8832103499999998	0.055679349999999996	True
(13749116,13788963)(20900232,20950000)(20900001,20950001)	NC_133882.1	20925001	39849	0.027438	-1.1454723779344607	low	0.8832103499999998	0.055679349999999996	True
(13756812,13797461)(20910388,20959791)(20910001,20960001)	NC_133882.1	20935001	40651	0.022608	-1.1608575945332018	low	0.8832103499999998	0.055679349999999996	True
(13765047,13805626)(20920033,20970000)(20920001,20970001)	NC_133882.1	20945001	40581	0.019658	-1.1702543624351243	low	0.8832103499999998	0.055679349999999996	True
(13773154,13812541)(20930001,20980000)(20930001,20980001)	NC_133882.1	20955001	39389	0.016197	-1.1812788416583628	low	0.8832103499999998	0.055679349999999996	True
(13781055,13820701)(20940001,20989821)(20940001,20990001)	NC_133882.1	20965001	39648	0.013465	-1.1899812043390587	low	0.8832103499999998	0.055679349999999996	True
(13788964,13828340)(20950001,21000000)(20950001,21000001)	NC_133882.1	20975001	39378	0.019877	-1.1695567718688462	low	0.8832103499999998	0.055679349999999996	True
(13797462,13836674)(20960080,21010000)(20960001,21010001)	NC_133882.1	20985001	39214	0.045834	-1.0868747703670822	low	0.8832103499999998	0.055679349999999996	True
(14486625,14517607)(21940001,21990000)(21940001,21990001)	NC_133882.1	21965001	30984	0.050694	-1.0713939934167962	low	0.8832103499999998	0.055679349999999996	True
(14494080,14524959)(21950154,22000000)(21950001,22000001)	NC_133882.1	21975001	30881	0.03711	-1.114663720596361	low	0.8832103499999998	0.055679349999999996	True
(14501770,14532238)(21960171,22010000)(21960001,22010001)	NC_133882.1	21985001	30470	0.045552	-1.087773037671605	low	0.8832103499999998	0.055679349999999996	True
(17564080,17589283)(26684654,26730000)(26680001,26730001)	NC_133882.1	26705001	25205	0.051525	-1.0687469716790006	low	0.8832103499999998	0.055679349999999996	False
(17628049,17658860)(26790001,26840000)(26790001,26840001)	NC_133882.1	26815001	30813	0.048404	-1.0786884335847293	low	0.8832103499999998	0.055679349999999996	False
(20063688,20094425)(30570162,30620000)(30570001,30620001)	NC_133882.1	30595001	30739	0.044811	-1.0901333783547658	low	0.8832103499999998	0.055679349999999996	True
(20069554,20100812)(30580560,30630000)(30580001,30630001)	NC_133882.1	30605001	31260	0.029654	-1.1384136533003386	low	0.8832103499999998	0.055679349999999996	True
(20076008,20108092)(30590001,30639758)(30590001,30640001)	NC_133882.1	30615001	32086	0.027794	-1.1443383950961272	low	0.8832103499999998	0.055679349999999996	True
(20081991,20115411)(30600001,30650000)(30600001,30650001)	NC_133882.1	30625001	33422	0.019392	-1.171101664218823	low	0.8832103499999998	0.055679349999999996	True
(20088528,20122589)(30610001,30660000)(30610001,30660001)	NC_133882.1	30635001	34063	0.019117	-1.1719776341079855	low	0.8832103499999998	0.055679349999999996	True
(20094426,20129743)(30620001,30670000)(30620001,30670001)	NC_133882.1	30645001	35319	0.02159	-1.1641002757956278	low	0.8832103499999998	0.055679349999999996	True
(20100813,20138055)(30630001,30680000)(30630001,30680001)	NC_133882.1	30655001	37244	0.02941	-1.1391908774929045	low	0.8832103499999998	0.055679349999999996	True
(20108093,20146044)(30640017,30690000)(30640001,30690001)	NC_133882.1	30665001	37953	0.029856	-1.137770213599936	low	0.8832103499999998	0.055679349999999996	True
(20138056,20171459)(30680001,30730000)(30680001,30730001)	NC_133882.1	30705001	33405	0.046587	-1.0844762055433033	low	0.8832103499999998	0.055679349999999996	False
(20146045,20179765)(30690001,30740000)(30690001,30740001)	NC_133882.1	30715001	33722	0.040098	-1.1051459095824812	low	0.8832103499999998	0.055679349999999996	False
(20186708,20217640)(30750001,30800000)(30750001,30800001)	NC_133882.1	30775001	30934	0.038252	-1.1110260565475487	low	0.8832103499999998	0.055679349999999996	True
(20193612,20226256)(30760001,30809934)(30760001,30810001)	NC_133882.1	30785001	32646	0.03064	-1.1352729030795605	low	0.8832103499999998	0.055679349999999996	True
